Timestamp,Model Name,Task Name,User Answer Index,Success Rate (%),Error Status,Unmatched Lines,Log File Path
,llama3.1,remote_control,22,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_22.log
,llama3.1,remote_control,6,0.0000,Error,"[""'/Sensor/IndoorTemperature/LivingRoom/1' is now ON.|| '/Sensor/IndoorTemperature/Bedroom/1' is now ON. || '/Sensor/IndoorTemperature/Bathroom/1' is now ON."", '/Actuator/Window/LivingRoom/1 is turned on. || /Actuator/Window/LivingRoom/2 is turned on. || /Actuator/Window/Bedroom/1 is turned on. || /Actuator/Window/Kitchen/1 is turned on. || /Actuator/Window/Bathroom/1 is turned on.', '/Actuator/Light/LivingRoom/1 is turned on. || /Actuator/Light/LivingRoom/2 is turned on. || /Actuator/Light/Bedroom/1 is turned on. || /Actuator/Light/Bedroom/2 is turned on. || /Actuator/Light/Kitchen/1 is turned on. || /Actuator/Light/Bathroom/1 is turned on.']",/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_6.log
,llama3.1,remote_control,4,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_4.log
,llama3.1,remote_control,20,0.0000,Error,"['/Actuator/AC/LivingRoom/1 || /Actuator/AC/Bedroom/1', '/Actuator/CleaningRobot/LivingRoom/1 || /Actuator/CleaningRobot/Bedroom/1']",/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_20.log
,llama3.1,remote_control,21,0.0000,Error,"['Set /Actuator/Light/LivingRoom/1 light brightness level to MEDIUM || Set /Actuator/Light/LivingRoom/2 light brightness level to MEDIUM || Set /Actuator/Light/Bedroom/1 light brightness level to MEDIUM || Set /Actuator/Light/Bedroom/2 light brightness level to MEDIUM || Set /Actuator/Light/Kitchen/1 light brightness level to MEDIUM || Set /Actuator/Light/Bathroom/1 light brightness level to MEDIUM', '/Actuator/MusicPlayer/LivingRoom/1 start playing || /Actuator/MusicPlayer/Bedroom/1 start playing', '/Actuator/CoffeeMachine/Kitchen/1', 'Set the target temperature of /Actuator/AC/LivingRoom/1 to 22°C. || Set the target temperature of /Actuator/AC/Bedroom/1 to 22°C.', '/Actuator/Curtain/LivingRoom/1 is turned off. || /Actuator/Curtain/Bedroom/1 is turned off.', 'Cleaning Robot /Actuator/CleaningRobot/LivingRoom/1 || Cleaning Robot /Actuator/CleaningRobot/Bedroom/1']",/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_21.log
,llama3.1,remote_control,5,0.0000,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_5.log
,llama3.1,remote_control,8,0.0000,Error,"['/Actuator/AC/LivingRoom/1 is turned on. || /Actuator/AC/Bedroom/1 is turned on.', '/Actuator/Light/LivingRoom/1 is turned on. || /Actuator/Light/LivingRoom/2 is turned on.']",/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_8.log
,llama3.1,remote_control,10,0.0000,Error,['/Actuator/Window/LivingRoom/1 is turned on. || /Actuator/Window/LivingRoom/2 is turned on. || /Actuator/Window/Bedroom/1 is turned on. || /Actuator/Window/Kitchen/1 is turned on. ||/Actuator/Window/Bathroom/1 is turned on.'],/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_10.log
,llama3.1,remote_control,11,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_11.log
,llama3.1,remote_control,9,0.0000,Error,"['/Actuator/AC/LivingRoom/1 is turned on. || /Actuator/AC/Bedroom/1 is turned on.', '/Actuator/SmartTV/LivingRoom/1 is turned on.']",/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_9.log
,llama3.1,remote_control,13,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_13.log
,llama3.1,remote_control,12,0.0000,Error,['/Actuator/Window/LivingRoom/1 is turned on. || /Actuator/Window/LivingRoom/2 is turned on. || /Actuator/Window/Bedroom/1 is turned on. || /Actuator/Window/Kitchen/1 is turned on. ||/Actuator/Window/Bathroom/1 is turned on.'],/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_12.log
,llama3.1,remote_control,16,0.0000,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_16.log
,llama3.1,remote_control,17,0.0000,Error,['/Actuator/Light/LivingRoom/1 is turned off. || /Actuator/Light/LivingRoom/2 is turned off.'],/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_17.log
,llama3.1,remote_control,15,0.0000,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_15.log
,llama3.1,remote_control,14,0.0000,Error,['/Actuator/Light/LivingRoom/1 is turned on. || /Actuator/Light/LivingRoom/2 is turned on.'],/Users/minghe/llm4faas/experiments_default/functions_zh/llama31_functions/llama3.1_remote_control_14.log
